  
 ----------------
 Bad Element Info
 ----------------
  
 Element         1222
          408.30328258703662        7.4455016358038870        0.0000000000000000     
          409.60000000000002        5.7128906601262504        0.0000000000000000     
          409.60000000000002        9.4482426986830141        0.0000000000000000     
          408.02489910129623        10.108890130138475        0.0000000000000000     
 Problems:
       Maximum Angle      149.15517337212262     
  
 //////////////////////////////////////////////////
  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3709E+00      1.6714E+00      1.3848E+00      2.3427E+00      9.3709E+00      8.9991E+01      9.0009E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.3383E+00      1.6673E+00      1.3815E+00      2.3346E+00      9.3383E+00      8.9920E+01      9.0080E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      9.1636E+00      1.6455E+00      1.3638E+00      2.2910E+00      9.1636E+00      8.9530E+01      9.0470E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      7.5540E+00      1.4530E+00      1.2159E+00      1.8954E+00      7.5540E+00      8.5101E+01      9.4899E+01      1.0000E+00
      8.5995E+00      1.5763E+00      1.3086E+00      2.1510E+00      8.5995E+00      8.8164E+01      9.1836E+01      1.0000E+00
